framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,beam_width,attn_dtype,kv_cache_dtype,step,latency
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,8,1,4,4,256,1,bfloat16,fp8,4095,0.055813332398732506
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,1,1,32,8,256,1,bfloat16,bfloat16,127,0.011077333241701126
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,8,1,2,1,256,1,bfloat16,fp8,511,0.015573333948850632
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,512,1,48,2,256,1,bfloat16,fp8,1,0.08754133184750874
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,16,1,16,1,256,1,bfloat16,fp8,3,0.012944000462690989
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,512,1,32,2,256,1,bfloat16,bfloat16,15,0.06833066542943318
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,1024,1,32,8,256,1,bfloat16,bfloat16,3,0.2630506753921509
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,64,1,8,1,256,1,bfloat16,fp8,511,0.021989333132902782
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,1,1,12,1,256,1,bfloat16,fp8,1023,0.015061333775520325
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,2,1,8,4,256,1,bfloat16,bfloat16,7,0.010341333225369453
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,8,1,8,8,256,1,bfloat16,bfloat16,2047,0.04231466849644979
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,256,1,16,8,256,1,bfloat16,bfloat16,3,0.08101866642634074
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,256,1,32,4,256,1,bfloat16,bfloat16,1,0.050341332952181496
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,4,1,8,4,256,1,bfloat16,bfloat16,8191,0.046298667788505554
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,4,1,16,8,256,1,bfloat16,fp8,32767,0.3575466473897298
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,16,1,48,8,256,1,bfloat16,fp8,15,0.013925333817799887
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,64,1,4,1,256,1,bfloat16,fp8,127,0.01443733274936676
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,512,1,8,4,256,1,bfloat16,bfloat16,1,0.08917867143948872
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,2048,1,2,2,256,1,bfloat16,bfloat16,1,0.1500320037206014
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,2048,1,16,2,256,1,bfloat16,bfloat16,3,0.13709333539009094
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,2048,1,48,1,256,1,bfloat16,fp8,7,0.11584533254305522
VLLM,0.20.0,NVIDIA H200,generation_attention,vllm_flash_attn,2048,1,8,1,256,1,bfloat16,bfloat16,63,0.08853866656621297
