framework,version,device,op_name,kernel_source,model,architecture,mla_dtype,kv_cache_dtype,gemm_type,num_heads,batch_size,isl,tp_size,step,latency
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,fp8_block,64,2,1,1,2,0.1441
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,fp8_block,1,8,1,1,16384,0.1537
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,bfloat16,16,4,1,1,256,0.1023
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,bfloat16,4,128,1,1,16384,0.9621
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,bfloat16,8,128,1,1,16384,0.9681
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,bfloat16,128,16,1,1,16384,0.3425
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,bfloat16,64,64,1,1,65536,1.7241
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,fp8_block,128,64,1,1,2048,0.2605
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,bfloat16,32,512,1,1,2048,0.7695
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,bfloat16,16,16,1,1,16,0.1367
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,fp8_block,16,2,1,1,2048,0.1181
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,bfloat16,4,512,1,1,256,0.2213
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,fp8_block,32,128,1,1,1024,0.1991
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,bfloat16,32,1,1,1,2048,0.1359
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,fp8_block,8,64,1,1,128,0.1254
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,fp8_block,64,8,1,1,128,0.1472
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,bfloat16,1,64,1,1,512,0.1347
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,fp8_block,8,2,1,1,8,0.0992
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,bfloat16,32,32,1,1,2,0.1464
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,fp8_block,8,256,1,1,4096,0.5675
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,fp8_block,128,32,1,1,65536,1.0113
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,bfloat16,64,64,1,1,128,0.1721
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,fp8_block,64,32,1,1,16,0.1443
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,fp8_block,2,256,1,1,65536,6.0712
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,bfloat16,16,64,1,1,32768,0.8978
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,bfloat16,128,128,1,1,2048,0.3780
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,bfloat16,128,8,1,1,32768,0.3318
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,bfloat16,8,8,1,1,4096,0.1140
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,bfloat16,2,2,1,1,131072,0.2042
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,fp8_block,32,4,1,1,2,0.1282
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,fp8_block,2,8,1,1,32,0.1098
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,bfloat16,1,64,1,1,4,0.0975
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,fp8_block,2,64,1,1,131072,3.4559
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,fp8_block,4,4,1,1,64,0.0978
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,fp8_block,32,32,1,1,256,0.1317
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,fp8_block,16,32,1,1,64,0.1294
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,fp8_block,4,8,1,1,1024,0.1016
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,bfloat16,64,8,1,1,2,0.1671
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,fp8_block,4,4,1,1,4096,0.1057
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,bfloat16,4,2,1,1,16,0.0943
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,bfloat16,4,8,1,1,512,0.1077
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,fp8_block,4,1,1,1,16384,0.1022
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,bfloat16,32,256,1,1,4,0.1787
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,fp8_block,2,1,1,1,256,0.0841
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,bfloat16,128,4,1,1,256,0.2141
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,fp8_block,4,256,1,1,16384,1.6458
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,bfloat16,fp8_block,8,32,1,1,131072,1.8005
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,fp8_block,64,512,1,1,4,0.3731
VLLM,0.20.0,NVIDIA H100 80GB HBM3,mla_generation_module,default,deepseek-ai/DeepSeek-V3,DeepseekV3ForCausalLM,bfloat16,fp8,fp8_block,8,1024,1,1,2048,1.0109
