framework,version,device,op_name,kernel_source,batch_size,isl,num_heads,num_key_value_heads,head_dim,beam_width,attn_dtype,kv_cache_dtype,step,latency
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,fp8,63,0.00877333308259646
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,bfloat16,127,0.008453333129485449
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,fp8,127,0.00879466657837232
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,bfloat16,255,0.00871999996403853
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,fp8,255,0.00898133342464765
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,bfloat16,511,0.00903466654320558
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,fp8,511,0.011045332998037338
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,bfloat16,1023,0.010858666151762009
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,fp8,1023,0.015157333264748255
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,bfloat16,2047,0.0273333340883255
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,fp8,2047,0.025407999753952026
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,bfloat16,4095,0.04568000137805939
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,fp8,4095,0.04420266548792521
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,bfloat16,1,0.00891733355820179
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,fp8,1,0.009957333405812582
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,bfloat16,3,0.008746666833758354
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,fp8,3,0.009455999980370203
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,bfloat16,7,0.008997333546479544
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,fp8,7,0.009018666421373686
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,bfloat16,15,0.009050666665037474
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,fp8,15,0.009093333035707474
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,bfloat16,31,0.00895999992887179
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,fp8,31,0.009445333232482275
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,bfloat16,63,0.008698666468262672
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,fp8,63,0.009365333244204521
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,bfloat16,127,0.00874133345981439
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,fp8,127,0.010357333347201347
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,bfloat16,255,0.00921066664159298
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,fp8,255,0.012842666357755661
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,bfloat16,511,0.011157333850860596
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,fp8,511,0.016949333250522614
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,bfloat16,1023,0.02683199942111969
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,fp8,1023,0.02515200028816859
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,bfloat16,2047,0.05436799923578898
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,fp8,2047,0.043605332573254905
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,4,128,1,bfloat16,fp8,1,0.009008000294367472
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,bfloat16,4095,0.08206933240095775
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,32,1,64,8,128,1,bfloat16,fp8,4095,0.0786186655362447
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,bfloat16,1,0.0069759997228781385
VLLM,0.20.0,NVIDIA B300 SXM6 AC,generation_attention,vllm_flashinfer,1,1,64,4,128,1,bfloat16,fp8,1,0.006858666737874349
