framework,version,device,op_name,kernel_source,allreduce_dtype,num_gpus,message_size,latency,backend
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,8,536870912,2.9181921386718748,vllm_eager
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,128,0.006588799953460693,vllm_graph
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,2,128,0.020199038982391358,vllm_eager
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,256,0.006565759778022766,vllm_graph
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,2,256,0.01985311985015869,vllm_eager
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,512,0.00662335991859436,vllm_graph
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,2,512,0.020159039497375488,vllm_eager
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,1024,0.006823359727859498,vllm_graph
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,2,1024,0.020303680896759033,vllm_eager
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,2048,0.006803200244903565,vllm_graph
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,2,2048,0.02017535924911499,vllm_eager
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,4096,0.0069411200284957885,vllm_graph
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,2,4096,0.020320000648498534,vllm_eager
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,8192,0.007002559900283814,vllm_graph
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,2,8192,0.020254719257354736,vllm_eager
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,16384,0.0069868797063827506,vllm_graph
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_eager,bfloat16,2,16384,0.020350399017333983,vllm_eager
vLLM,0.20.0,NVIDIA B300 SXM6 AC,all_reduce,vLLM_custom_graph,bfloat16,2,32768,0.006988160014152527,vllm_graph
